#Overview of data in ClinVar by gene, dated November 7, 2021
#Symbol	GeneID	Total_submissions	Total_alleles	Submissions_reporting_this_gene	Alleles_reported_Pathogenic_Likely_pathogenic	Gene_MIM_number	Number_uncertain	Number_with_conflicts
CIAO2B	51647	35	35	-	-	614778	9	0
CIAO3	64428	82	81	8	-	611118	11	0
CIAPIN1	57019	27	27	-	-	608943	7	0
CIART	148523	12	11	1	-	615782	2	0
CIB1	10519	62	61	20	-	602293	7	0
CIB2	10518	186	137	163	8	605564	41	4
CIB3	117286	15	15	-	-	610645	2	0
CIB4	130106	18	18	-	-	610646	3	0
CIBAR1	137392	33	32	2	1	617273	-	-
CIBAR1-DT	642924	19	19	-	1	-	-	-
CIBAR2	339145	54	54	-	-	617274	11	0
CIC	23152	190	172	133	23	612082	52	3
CICP24	107986730	7	7	-	-	-	-	-
CIDEA	1149	81	77	1	1	604440	2	0
CIDEB	27141	26	26	-	-	604441	2	0
CIDEC	63924	76	70	28	2	612120	9	0
CIITA	4261	1003	763	976	27	600005	292	29
CILK1	22858	94	75	76	4	612325	23	0
CILP	8483	22	21	6	-	603489	7	0
CILP2	148113	14	14	-	-	612419	3	0
CINP	51550	49	49	2	1	613362	4	0
CIP2A	57650	23	23	3	-	610643	4	0
CIPC	85457	18	18	-	-	616995	1	0
CIR1	9541	36	36	-	-	605228	6	0
CIRBP	1153	33	33	2	-	602649	4	0
CIRBP-AS1	148046	13	13	-	-	-	-	-
CISD1	55847	19	19	-	-	611932	2	0
CISD2	493856	31	26	20	3	611507	2	1
CISD3	284106	12	12	-	-	611933	3	0
CISH	1154	16	14	7	-	602441	2	0
CISTR	102216268	3	3	-	-	-	-	-
CIT	11113	348	305	330	13	605629	33	3
CITED1	4435	133	129	1	-	300149	3	0
CITED2	10370	47	39	30	4	602937	7	0
CITED4	163732	18	18	-	-	606815	6	0
CIZ1	25792	213	181	128	5	611420	52	0
CKAP2	26586	58	58	5	-	611569	4	0
CKAP2L	150468	78	74	66	12	616174	7	2
CKAP4	10970	27	27	4	-	618595	3	0
CKAP5	9793	17	17	2	1	611142	5	0
CKB	1152	60	60	1	-	123280	4	0
CKLF	51192	32	32	1	-	616074	6	0
CKLF-CMTM1	100529251	32	32	-	-	-	6	0
CKM	1158	19	18	4	-	123310	7	1
CKMT1A	548596	36	34	-	-	613415	9	0
CKMT1B	1159	53	51	1	5	123290	9	0
CKMT2	1160	15	15	-	-	123295	7	0
CKMT2-AS1	100131067	1	1	-	-	-	-	-
CKS1B	1163	12	11	-	-	116900	2	0
CKS2	1164	34	33	-	-	116901	3	0
CLASP1	23332	120	80	10	28	605852	14	1
CLASP2	23122	23	23	8	-	605853	1	0
CLASRP	11129	12	12	-	-	618532	3	0
CLBA1	122616	62	62	-	-	-	8	0
CLC	1178	11	11	2	-	153310	1	0
CLCA1	1179	18	18	5	-	603906	2	0
CLCA2	9635	20	20	4	-	604003	4	0
CLCA4	22802	21	21	4	-	616857	2	0
CLCA4-AS1	105378828	4	4	-	-	-	1	0
CLCC1	23155	166	149	103	1	617539	70	0
CLCF1	23529	28	28	14	4	607672	7	0
CLCN1	1180	1111	676	1051	142	118425	259	39
CLCN2	1181	221	153	175	31	600570	26	2
CLCN3	1182	80	76	17	9	600580	12	0
CLCN4	1183	535	464	348	28	302910	92	10
CLCN5	1184	443	397	268	74	300008	100	0
CLCN6	1185	60	58	13	-	602726	11	1
CLCN7	1186	505	385	448	27	602727	124	11
CLCNKA	1187	195	175	135	3	602024	22	2
CLCNKB	1188	445	300	377	37	602023	24	4
CLDN1	9076	98	87	55	4	603718	20	1
CLDN10	9071	86	85	18	4	617579	13	0
CLDN10-AS1	100874194	29	29	-	-	-	-	-
CLDN11	5010	25	25	3	2	601326	2	0
CLDN12	9069	18	18	-	-	611232	5	0
CLDN14	23562	224	154	158	13	605608	50	13
CLDN15	24146	20	20	-	-	615778	1	0
CLDN16	10686	263	225	162	34	603959	84	1
CLDN17	26285	69	64	-	-	617005	10	0
CLDN18	51208	20	20	-	-	609210	3	0
CLDN19	149461	129	110	115	8	610036	64	0
CLDN2	9075	181	174	8	1	300520	6	0
CLDN20	49861	24	24	-	-	-	3	0
CLDN22	53842	94	94	-	-	-	8	0
CLDN23	137075	124	124	-	-	609203	9	0
CLDN24	100132463	94	94	-	-	-	8	0
CLDN25	644672	13	13	-	-	-	1	0
CLDN3	1365	165	156	-	-	602910	5	0
CLDN34	100288814	95	91	-	-	-	3	0
CLDN4	1364	163	154	-	-	602909	3	0
CLDN5	7122	404	386	3	-	602101	14	0
CLDN6	9074	40	40	1	-	615798	6	0
CLDN7	1366	30	29	1	-	609131	7	0
CLDN8	9073	73	68	4	-	611231	12	0
CLDN9	9080	45	45	5	2	615799	10	0
CLDND1	56650	12	12	-	-	-	1	0
CLDND2	125875	18	18	-	-	-	2	0
CLEC10A	10462	28	27	2	-	605999	6	0
CLEC11A	6320	17	17	1	-	604713	2	0
CLEC12A	160364	37	37	-	-	612088	3	0
CLEC12A-AS1	400002	11	11	-	-	-	-	-
CLEC12B	387837	35	35	-	-	617573	1	0
CLEC14A	161198	30	30	2	-	616845	1	0
CLEC16A	23274	39	39	6	1	611303	8	0
CLEC17A	388512	26	26	-	1	616838	2	0
CLEC18A	348174	38	38	-	-	616571	11	0
CLEC18B	497190	39	39	-	-	616572	12	0
CLEC18C	283971	39	39	-	-	616573	10	0
CLEC19A	728276	21	21	2	-	-	4	0
CLEC1A	51267	40	39	3	-	606782	4	0
CLEC1B	51266	35	35	-	-	606783	1	0
CLEC20A	400797	7	7	-	-	-	-	-
CLEC2A	387836	37	37	-	-	612087	3	0
CLEC2B	9976	35	35	-	-	603242	1	0
CLEC2D	29121	33	33	-	-	605659	-	-
CLEC2L	154790	42	42	-	-	-	3	0
CLEC3A	10143	71	71	-	-	613588	29	0
CLEC3B	7123	7	7	-	-	187520	1	0
CLEC4A	50856	45	43	1	1	605306	2	0
CLEC4C	170482	54	52	2	-	606677	5	0
CLEC4D	338339	45	42	3	-	609964	3	0
CLEC4E	26253	42	40	-	-	609962	3	0
CLEC4F	165530	15	15	4	-	-	2	0
CLEC4G	339390	10	10	-	-	616256	3	0
CLEC4M	10332	10	10	-	-	605872	3	0
CLEC5A	23601	40	40	-	-	604987	1	0
CLEC6A	93978	47	45	-	1	613579	3	0
CLEC7A	64581	52	46	16	-	606264	5	0
CLEC9A	283420	38	38	1	-	612252	3	0
CLECL1	160365	33	33	-	-	607467	-	-
CLGN	1047	31	31	4	4	601858	4	0
CLHC1	130162	20	20	1	1	-	6	0
CLIC1	1192	10	10	-	-	602872	2	0
CLIC2	1193	252	245	11	10	300138	16	0
CLIC3	9022	66	62	-	-	606533	3	0
CLIC4	25932	9	9	1	1	606536	2	0
CLIC5	53405	99	71	83	4	607293	7	4
CLIC6	54102	80	75	16	1	615321	7	0
CLINT1	9685	18	18	-	-	607265	1	0
CLIP1	6249	68	63	43	1	179838	21	2
CLIP1-AS1	100507066	11	11	-	-	-	1	0
CLIP2	7461	185	176	14	4	603432	8	0
CLIP3	25999	12	12	-	-	607382	2	0
CLIP4	79745	28	28	1	-	-	9	0
CLK1	1195	31	31	-	-	601951	2	0
CLK2	1196	16	15	2	-	602989	4	0
CLK3	1198	36	35	-	-	602990	4	0
CLK4	57396	42	42	1	-	607969	8	0
CLLU1	574028	12	12	-	-	616988	1	0
CLLU1-AS1	574016	12	12	-	-	616989	1	0
CLMAT3	101927096	4	4	-	-	-	-	-
CLMN	79789	39	39	17	1	611121	3	0
CLMP	79827	68	67	16	7	611693	2	0
CLN3	1201	1111	672	1040	137	607042	209	36
CLN5	1203	871	443	813	79	608102	157	26
CLN6	54982	729	458	712	64	606725	161	42
CLN8	2055	638	428	506	50	607837	139	13
CLN8-AS1	101927752	64	62	-	-	-	6	0
CLNK	116449	87	87	2	1	611434	14	0
CLNS1A	1207	10	10	-	-	602158	2	0
CLOCK	9575	25	25	9	-	601851	2	0
CLP1	10978	50	40	38	1	608757	10	0
CLPB	81570	424	334	412	33	616254	111	4
CLPP	8192	125	96	111	7	601119	12	2
CLPS	1208	13	13	2	-	120105	-	-
CLPSL1	340204	11	11	-	-	-	-	-
CLPSL2	389383	9	9	-	-	-	-	-
CLPTM1	1209	23	23	10	1	604783	2	0
CLPTM1L	81037	138	138	4	1	612585	9	0
CLPX	10845	20	17	4	1	615611	3	0
CLRN1	7401	389	239	371	47	606397	73	14
CLRN1-AS1	116933	58	27	17	6	-	6	0
CLRN2	645104	47	47	2	1	618988	5	0
CLRN3	119467	73	73	-	-	-	4	0
CLSPN	63967	14	14	1	-	605434	3	0
CLSTN1	22883	39	39	6	1	611321	6	0
CLSTN2	64084	54	54	11	2	611323	9	0
CLSTN2-AS1	101927808	12	12	-	-	-	1	0
CLSTN3	9746	52	50	1	-	611324	7	0
CLTA	1211	75	72	2	-	118960	3	0
CLTB	1212	52	51	-	-	118970	1	0
CLTC	1213	104	90	80	42	118955	21	1
CLTCL1	8218	449	427	43	2	601273	22	1
CLTRN	57393	190	186	-	2	300631	13	0
CLU	1191	80	79	16	-	185430	2	0
CLUAP1	23059	171	170	128	4	616787	90	0
CLUH	23277	75	75	10	-	616184	8	0
CLUL1	27098	150	145	-	-	616990	26	0
CLVS1	157807	31	31	-	1	611292	4	0
CLVS2	134829	17	17	-	-	616945	3	0
CLYBL	171425	73	73	-	1	609686	3	0
CLYBL-AS1	101927465	32	32	-	-	-	-	-
CLYBL-AS2	100874063	32	32	-	-	-	-	-
CMA1	1215	24	24	1	-	118938	1	0
CMAS	55907	39	39	3	-	603316	1	0
CMBL	134147	96	96	3	-	613379	3	0
CMC1	152100	17	17	-	-	615166	3	0
CMC2	56942	59	59	-	-	-	17	0
CMC4	100272147	243	238	2	2	-	15	0
CMIP	80790	83	83	34	-	610112	13	0
CMKLR1	1240	14	14	1	-	602351	2	0
CMKLR2	2825	23	23	2	-	600239	1	0
CMKLR2-AS	101669764	10	10	-	-	617636	-	-
CMPK1	51727	8	8	-	-	191710	1	0
CMPK2	129607	25	25	-	-	611787	3	0
CMSS1	84319	19	19	-	-	-	3	0
CMTM1	113540	31	31	-	-	607884	6	0
CMTM2	146225	31	31	-	-	607885	6	0
CMTM3	123920	31	31	-	-	607886	6	0
CMTM4	146223	33	33	-	1	607887	6	0
CMTM5	116173	24	24	2	-	607888	2	0
CMTM6	54918	15	15	-	-	607889	-	-
CMTM7	112616	15	15	-	-	607890	-	-
CMTM8	152189	20	20	-	1	607891	2	0
CMTR1	23070	8	8	-	-	616189	-	-
CMTR2	55783	35	35	-	-	616190	9	0
CMYA5	202333	88	87	76	-	612193	10	1
CNBD1	168975	37	37	-	-	-	7	0
CNBD2	140894	11	11	-	-	-	1	0
CNBP	7555	16	15	3	1	116955	4	0
CNDP1	84735	155	153	6	-	609064	11	0
CNDP2	55748	155	153	5	-	169800	12	0
CNE-2	108353832	133	129	-	-	-	10	0
CNE-3	108353831	131	127	-	-	-	8	0
CNE-5	108353830	126	122	-	-	-	7	0
CNE4	108383234	133	129	-	-	-	12	0
CNE5	108383235	130	126	-	-	-	12	0
CNE6	108383236	131	127	-	-	-	13	0
CNE7	108383238	133	129	-	-	-	13	0
CNE8	108410391	131	127	-	-	-	11	0
CNE9	108410392	132	128	-	1	-	12	0
CNEP1R1	255919	25	25	-	-	616869	4	0
CNFN	84518	10	10	-	-	611764	1	0
CNGA1	1259	332	243	305	42	123825	116	16
CNGA2	1260	206	202	15	-	300338	5	0
CNGA3	1261	642	397	619	117	600053	157	35
CNGA4	1262	25	24	4	-	609472	3	0
CNGB1	1258	966	639	933	85	600724	318	60
CNGB3	54714	1064	589	1027	163	605080	164	33
CNIH1	10175	15	15	-	-	611287	1	0
CNIH2	254263	14	14	1	-	611288	4	0
CNIH3	149111	37	36	-	-	-	7	0
CNIH3-AS1	105373106	15	15	-	-	-	2	0
CNIH3-AS2	102723817	14	14	-	-	-	1	0
CNIH4	29097	37	36	-	-	617483	4	0
CNKSR1	10256	30	28	22	-	603272	3	0
CNKSR2	22866	252	240	69	26	300724	34	2
CNKSR3	154043	25	25	2	-	617476	4	0
CNMD	11061	54	54	1	-	605147	6	0
CNN1	1264	17	17	-	-	600806	3	0
CNN2	1265	41	41	-	-	602373	6	0
CNN3	1266	12	12	-	-	602374	2	0
CNN3-DT	729970	1	1	-	-	-	-	-
CNNM1	26507	30	30	15	-	607802	3	0
CNNM2	54805	199	169	148	19	607803	50	0
CNNM3	26505	54	54	-	1	607804	26	0
CNNM3-DT	100506036	21	21	-	-	-	11	0
CNNM4	26504	350	308	295	22	607805	165	7
CNOT1	23019	137	117	109	7	604917	19	1
CNOT10	25904	13	13	-	-	-	-	-
CNOT11	55571	21	21	-	-	-	6	0
CNOT2	4848	26	26	4	4	604909	1	0
CNOT3	4849	55	50	30	16	604910	11	0
CNOT4	4850	37	37	-	1	604911	3	0
CNOT6	57472	39	39	-	-	608951	8	0
CNOT6L	246175	23	23	1	-	618069	2	0
CNOT7	29883	75	75	-	-	604913	6	0
CNOT8	9337	16	16	-	-	603731	2	0
CNOT9	9125	35	27	-	4	612054	1	0
CNP	1267	18	18	9	7	123830	1	0
CNPPD1	27013	28	28	-	-	-	4	0
CNPY1	285888	81	81	-	2	612493	2	0
CNPY2	10330	7	7	-	-	605861	-	-
CNPY3	10695	27	27	12	5	610774	11	0
CNPY3-GNMT	107080644	47	45	-	7	-	15	0
CNPY4	245812	23	23	-	-	610047	3	0
CNR1	1268	26	26	7	-	114610	3	0
CNR2	1269	11	11	3	-	605051	3	0
CNRIP1	25927	13	13	-	-	618538	2	0
CNST	163882	102	101	-	1	613439	20	0
CNTD1	124817	8	8	-	-	618166	-	-
CNTF	1270	10	10	2	-	118945	1	0
CNTFR	1271	73	70	1	-	118946	4	0
CNTFR-AS1	415056	32	30	-	-	-	-	-
CNTLN	54875	107	105	10	2	611870	2	0
CNTN1	1272	457	366	436	9	600016	136	2
CNTN2	6900	324	292	301	6	190197	153	5
CNTN3	5067	32	32	13	1	601325	7	0
CNTN4	152330	383	381	136	8	607280	150	0
CNTN4-AS1	100873975	73	73	-	-	-	9	0
CNTN4-AS2	100873976	62	61	-	-	-	22	0
CNTN5	53942	77	76	15	2	607219	25	0
CNTN6	27255	244	244	20	7	607220	121	0
CNTNAP1	8506	174	147	157	27	602346	14	1
CNTNAP2	26047	2208	1300	2061	84	604569	637	90
CNTNAP2-AS1	101928700	29	29	-	-	-	1	0
CNTNAP3	79937	53	52	1	4	610517	1	0
CNTNAP3B	728577	53	52	3	-	-	-	-
CNTNAP3C	100289279	22	21	-	-	-	-	-
CNTNAP4	85445	57	56	3	1	610518	18	0
CNTNAP5	129684	55	55	23	1	610519	11	0
CNTNAP5-DT	107985820	10	10	-	-	-	2	0
CNTRL	11064	48	47	16	1	605496	2	0
CNTROB	116840	23	21	-	-	611425	4	0
COA1	55744	25	25	-	-	614769	2	0
COA3	28958	10	10	2	2	614775	-	-
COA4	51287	22	22	-	-	608016	12	0
COA5	493753	33	30	17	1	613920	2	1
COA6	388753	81	73	38	3	614772	6	0
COA6-AS1	101927765	22	21	-	-	-	1	0
COA7	65260	28	27	15	6	615623	3	0
COA8	84334	141	121	88	5	616003	10	1
COASY	80347	138	100	125	10	609855	36	0
COBL	23242	32	32	9	-	610317	9	0
COBLL1	22837	27	27	-	-	610318	3	0
COCH	1690	260	176	235	19	603196	39	6
COG1	9382	256	179	239	6	606973	80	11
COG2	22796	156	145	116	5	606974	25	0
COG3	83548	44	44	-	-	606975	1	0
COG4	25839	269	209	230	21	606976	55	3
COG5	10466	393	304	369	22	606821	126	23
COG6	57511	364	275	326	16	606977	88	9
COG7	91949	276	206	239	8	606978	70	22
COG8	84342	205	153	175	9	606979	50	12
COIL	8161	16	16	3	1	600272	-	-
COL10A1	1300	269	210	233	35	120110	72	6
COL11A1	1301	1679	938	1598	73	120280	267	67
COL11A2	1302	1654	639	1630	42	120290	226	72
COL12A1	1303	1665	1309	1637	49	120320	677	22
COL13A1	1305	184	175	169	16	120350	9	2
COL14A1	7373	157	155	117	-	120324	2	0
COL15A1	1306	40	39	6	1	120325	1	0
COL16A1	1307	21	21	5	-	120326	4	0
COL17A1	1308	500	387	477	52	113811	109	4
COL18A1	80781	1053	751	926	52	120328	207	21
COL18A1-AS1	378832	55	49	-	-	-	3	0
COL18A1-AS2	100874236	57	51	-	-	-	4	0
COL19A1	1310	109	109	92	-	120165	6	0
COL1A1	1277	2419	1344	2357	612	120150	293	86
COL1A2	1278	1623	1007	1570	327	120160	262	38
COL1A2-AS1	101927525	6	6	-	-	-	1	0
COL20A1	57642	52	50	3	-	619390	12	0
COL21A1	81578	19	19	2	-	610002	5	0
COL22A1	169044	58	57	6	-	610026	4	0
COL23A1	91522	45	45	-	2	610043	9	0
COL24A1	255631	30	30	6	1	610025	6	0
COL25A1	84570	43	42	28	3	610004	5	0
COL25A1-DT	645078	3	3	-	-	-	-	-
COL26A1	136227	25	25	-	1	608927	3	0
COL27A1	85301	730	706	689	39	608461	19	1
COL28A1	340267	50	50	3	-	609996	5	0
COL2A1	1280	1944	1142	1909	386	120140	252	75
COL3A1	1281	3099	1910	3024	628	120180	561	71
COL4A1	1282	1482	784	1339	113	120130	160	31
COL4A2	1284	962	732	842	24	120090	138	6
COL4A2-AS1	100874203	172	129	-	6	-	17	0
COL4A2-AS2	100129836	127	111	-	-	-	17	0
COL4A3	1285	1945	1173	1894	294	120070	220	81
COL4A4	1286	2025	1347	1977	267	120131	314	69
COL4A5	1287	2396	1901	2186	1180	303630	111	25
COL4A6	1288	357	292	175	10	303631	15	2
COL5A1	1289	3386	2032	3318	180	120215	650	109
COL5A1-AS1	414316	27	26	-	-	-	1	0
COL5A2	1290	1708	998	1652	31	120190	384	60
COL5A3	50509	18	18	8	-	120216	4	0
COL6A1	1291	2149	1192	2038	120	120220	429	142
COL6A2	1292	2588	1355	2472	163	120240	503	198
COL6A3	1293	3563	1936	3462	103	120250	931	260
COL6A5	256076	34	34	8	1	611916	9	0
COL6A6	131873	58	57	36	1	616613	12	1
COL7A1	1294	2286	1644	2273	424	120120	256	95
COL8A1	1295	16	16	1	-	120251	4	0
COL8A2	1296	43	35	31	3	120252	4	0
COL9A1	1297	810	563	792	21	120210	176	17
COL9A2	1298	585	315	569	16	120260	84	21
COL9A3	1299	672	432	629	13	120270	106	10
COLCA1	399948	1	1	-	-	615693	-	-
COLCA2	120376	15	15	-	1	615694	2	0
COLEC10	10584	54	54	8	5	607620	3	0
COLEC11	78989	65	62	29	7	612502	13	0
COLEC12	81035	149	144	6	2	607621	20	0
COLGALT1	79709	25	25	6	5	617531	7	0
COLGALT2	23127	31	30	-	-	617533	7	0
COLQ	8292	468	357	442	46	603033	145	9
COMETT	100996266	23	22	-	1	-	8	0
COMMD1	150684	27	27	-	1	607238	7	0
COMMD10	51397	36	35	-	-	616704	2	0
COMMD2	51122	14	14	-	-	616699	-	-
COMMD3	23412	26	26	-	-	616700	2	0
COMMD3-BMI1	100532731	29	29	1	-	-	3	0
COMMD4	54939	34	33	-	1	616701	8	0
COMMD5	28991	50	50	-	-	608216	4	0
COMMD6	170622	55	55	-	-	612377	-	-
COMMD7	149951	16	16	1	-	616703	2	0
COMMD8	54951	21	21	-	-	616656	2	0
COMMD9	29099	25	25	1	-	612299	7	0
COMP	1311	437	283	415	85	600310	88	9
COMT	1312	634	577	222	-	116790	21	0
COMTD1	118881	15	15	-	-	-	3	0
COP1	64326	38	37	9	1	608067	5	0
COPA	1314	266	241	251	6	601924	116	0
COPB1	1315	25	23	4	3	600959	3	0
COPB2	9276	53	47	5	2	606990	5	0
COPB2-DT	100507291	17	17	-	-	-	5	0
COPE	11316	11	11	-	-	606942	1	0
COPG1	22820	16	16	2	-	615525	5	0
COPG2	26958	29	29	-	-	604355	5	0
COPG2IT1	53844	10	10	-	-	610581	-	-
COPRS	55352	47	47	-	2	-	5	0
COPS2	9318	26	25	3	-	604508	4	0
COPS3	8533	118	118	2	-	604665	2	0
COPS4	51138	33	33	-	-	616008	2	0
COPS5	10987	30	30	-	-	604850	7	0
COPS6	10980	24	24	1	1	614729	3	0
COPS7A	50813	46	46	-	1	616009	2	0
COPS7B	64708	28	28	-	-	616010	3	0
COPS8	10920	67	67	-	-	616011	4	0
COPS9	150678	88	88	-	-	619349	2	0
COPZ1	22818	9	9	1	1	615472	-	-
COPZ2	51226	10	10	-	-	615526	1	0
COQ10A	93058	7	7	-	-	-	-	-
COQ10B	80219	31	31	-	-	-	-	-
COQ2	27235	224	134	188	18	609825	23	2
COQ3	51805	22	22	1	-	605196	5	0
COQ4	51117	219	159	178	21	612898	34	8
COQ5	84274	22	22	6	2	616359	4	0
COQ6	51004	158	121	136	15	614647	15	1
COQ7	10229	67	56	46	2	601683	8	0
COQ7-DT	102723385	7	7	-	-	-	2	0
COQ8A	56997	675	363	634	67	606980	111	34
COQ8B	79934	181	124	172	15	615567	15	4
COQ9	57017	166	124	138	3	612837	42	7
CORIN	10699	52	50	26	2	605236	11	1
CORO1A	11151	288	259	142	70	605000	47	3
CORO1A-AS1	107984834	82	81	-	13	-	3	0
CORO1B	57175	17	17	-	-	609849	5	0
CORO1C	23603	12	12	-	-	605269	2	0
CORO2A	7464	42	41	-	2	602159	6	0
CORO2B	10391	16	15	-	-	605002	1	0
CORO6	84940	12	12	1	-	-	2	0
CORO7	79585	42	42	3	2	611668	7	0
CORO7-PAM16	100529144	64	63	1	4	-	7	0
CORT	1325	36	36	-	-	602784	6	0
COSMOC	101927809	24	22	-	-	-	1	0
COTL1	23406	62	62	-	2	606748	14	0
COX10	1352	423	245	335	72	602125	63	19
COX10-DT	100874058	7	6	-	-	-	1	0
COX11	1353	12	12	-	-	603648	-	-
COX14	84987	20	19	12	2	614478	3	0
COX15	1355	255	215	236	7	603646	116	9
COX16	51241	12	12	1	1	618064	-	-
COX17	10063	19	19	-	-	604813	4	0
COX18	285521	25	25	2	-	610428	4	0
COX19	90639	64	64	-	-	610429	11	0
COX20	116228	157	137	61	3	614698	13	4
COX4I1	1327	57	57	4	3	123864	9	0
COX4I2	84701	51	46	28	-	607976	8	1
COX5A	9377	40	39	3	1	603773	4	0
COX5B	1329	23	23	-	-	123866	3	0
COX6A1	1337	31	30	16	2	602072	2	0
COX6A2	1339	23	21	4	2	602009	6	0
COX6B1	1340	50	42	35	2	124089	10	1
COX6B2	125965	25	25	-	-	618127	6	0
COX6C	1345	33	33	-	-	124090	3	0
COX7A1	1346	14	14	-	-	123995	4	0
COX7A2	1347	12	12	-	-	123996	2	0
COX7A2L	9167	20	20	-	-	605771	2	0
COX7B	1349	175	168	16	5	300885	16	0
COX7B2	170712	20	20	-	-	609811	1	0
COX7C	1350	16	16	-	-	603774	3	0
COX8A	1351	19	16	11	1	123870	2	0
COX8C	341947	22	22	-	-	616855	1	0
CP	1356	734	465	549	79	117700	141	16
CPA1	1357	200	161	172	1	114850	61	4
CPA2	1358	29	29	3	-	600688	2	0
CPA3	1359	20	20	4	-	114851	1	0
CPA4	51200	27	27	1	-	607635	2	0
CPA5	93979	27	27	-	-	609561	3	0
CPA6	57094	294	203	266	2	609562	122	14
CPAMD8	27151	159	157	142	5	608841	6	0
CPB1	1360	19	19	3	-	114852	1	0
CPB2	1361	47	47	3	-	603101	-	-
CPB2-AS1	100509894	33	33	-	-	-	-	-
CPD	1362	13	13	4	-	603102	-	-
CPE	1363	48	48	6	4	114855	4	0
CPEB1	64506	36	35	2	6	607342	5	0
CPEB1-AS1	283692	92	79	-	15	-	20	0
CPEB2	132864	52	52	-	-	610605	2	0
CPEB2-DT	441009	18	18	-	-	-	-	-
CPEB3	22849	16	16	1	1	610606	3	0
CPEB4	80315	22	22	-	2	610607	1	0
CPED1	79974	34	34	7	1	-	2	0
CPHXL	105371346	16	16	-	-	618700	2	0
CPHXL2	112268164	17	17	-	-	-	3	0
CPLANE1	65250	1347	806	1213	144	614571	278	52
CPLANE2	79363	25	25	-	-	-	4	0
CPLX1	10815	159	151	20	2	605032	18	0
CPLX2	10814	25	25	-	1	605033	1	0
CPLX3	594855	37	36	-	-	609585	4	0
CPLX4	339302	70	68	-	-	609586	4	0
CPM	1368	15	15	-	-	114860	2	0
CPN1	1369	21	19	6	2	603103	2	0
CPN2	1370	43	43	2	-	603104	3	0
CPNE1	8904	20	20	-	2	604205	-	-
CPNE2	221184	23	23	-	-	604206	5	0
CPNE3	8895	27	27	-	-	604207	2	0
CPNE4	131034	20	20	-	-	604208	2	0
CPNE5	57699	18	18	7	1	604209	1	0
CPNE6	9362	24	24	1	-	605688	2	0
CPNE7	27132	63	63	-	1	605689	16	0
CPNE8	144402	15	15	-	-	-	4	0
CPNE9	151835	47	47	-	-	-	8	0
CPO	130749	113	113	-	-	609563	82	0
CPOX	1371	203	164	191	23	612732	57	5
CPPED1	55313	26	26	-	-	615603	5	0
CPQ	10404	43	43	9	2	618754	4	0
CPS1	1373	1175	807	1147	133	608307	197	38
CPS1-IT1	29034	9	9	-	-	-	1	0
CPSF1	29894	80	77	11	6	606027	16	0
CPSF2	53981	19	19	-	-	606028	1	0
CPSF3	51692	20	20	-	-	606029	1	0
CPSF4	10898	23	23	1	-	603052	2	0
CPSF4L	642843	16	16	-	-	-	1	0
CPSF6	11052	12	12	-	-	604979	-	-
CPSF7	79869	12	12	1	-	-	5	0
CPT1A	1374	622	450	604	78	600528	96	10
CPT1B	1375	149	145	10	-	601987	10	0
CPT1C	126129	108	99	92	3	608846	33	2
CPT2	1376	911	501	892	119	600650	179	36
CPTP	80772	158	155	1	-	615467	12	0
CPVL	54504	26	26	2	-	609780	2	0
CPXCR1	53336	168	164	3	-	301055	13	0
CPXM1	56265	33	33	2	-	609555	6	0
CPXM2	119587	54	54	4	-	617348	3	0
CPZ	8532	85	85	13	3	603105	2	0
CR1	1378	45	44	4	1	120620	9	0
CR1L	1379	23	22	-	-	605886	2	0
CR2	1380	445	358	418	4	120650	196	9
CRABP1	1381	24	23	-	-	180230	3	0
CRABP2	1382	13	12	1	-	180231	2	0
CRACD	57482	23	23	-	-	618327	8	0
CRACDL	343990	21	21	2	-	-	4	0
CRACR2A	84766	68	68	1	1	614178	6	0
CRACR2B	283229	40	39	-	-	614177	7	0
CRADD	8738	52	44	36	7	603454	10	0
CRAMP1	57585	53	52	-	1	-	11	0
CRAT	1384	73	65	28	2	600184	9	2
CRAT37	101926928	11	11	-	-	-	-	-
CRB1	23418	1565	890	1525	275	604210	248	57
CRB2	286204	370	272	328	12	609720	55	4
CRB3	92359	12	12	-	-	609737	4	0
CRBN	51185	135	122	46	8	609262	27	2
CRCP	27297	23	23	-	-	606121	2	0
CRCT1	54544	11	10	-	-	617426	2	0
CRE1	108348016	11	11	-	-	-	-	-
CRE2	108348018	5	5	-	-	-	1	0
CRE3	108348019	59	59	-	-	-	3	0
CREB1	1385	26	26	6	-	123810	1	0
CREB3	10488	77	74	3	-	606443	5	0
CREB3L1	90993	97	80	79	4	616215	10	1
CREB3L2	64764	50	50	-	1	608834	7	0
CREB3L2-AS1	100130880	17	17	-	-	-	-	-
CREB3L3	84699	56	56	34	5	611998	5	0
CREB3L4	148327	15	14	-	-	607138	3	0
CREB5	9586	26	26	-	1	618262	2	0
CREBBP	1387	1402	948	1263	365	600140	192	30
CREBL2	1389	42	42	-	-	603476	3	0
CREBRF	153222	22	22	2	-	617109	-	-
CREBZF	58487	28	28	1	-	606444	5	0
CREG1	8804	19	18	-	-	618055	2	0
CREG2	200407	21	21	-	-	618540	6	0
CRELD1	78987	151	118	104	4	607170	28	3
CRELD2	79174	131	129	4	-	607171	5	0
CREM	1390	25	25	4	-	123812	6	0
CREST1	106029243	5	5	-	-	-	1	0
CREST2	106029244	5	5	-	-	-	1	0
